Name;RA;Dec;ra1;ra2;ra3;RA_dec;RA_radians;sde;de1;de2;de3;de_dec;Dec_radians;LongGal;LatGal;B;V;B-V;B0-V0;EB-V;Sp;Sp_s;Distance;Miles
HD 23432 ;03 45 54,47689;+24 33 16,2442;03;45;54.5;56.47698704;0.985709375;+;24;33;16.2;24.55451228;0.428557085;166.0494;-23.3633;5.727;5.761;-0.034;-0.11;0.08;B8V;B8;62.50230441;
HD 23466 ;03 45 40,44358;+06 02 59,9751;03;45;40.4;56.41851492;0.984688844;+;06;02;60.0;6.049993083;0.105592299;181.2822;-36.391;5.234;5.332;-0.098;-0.2;0.10;B3V;B3;56.4590644;
HD 23523 ;03 49 36,59742;+63 17 49,0722;03;49;36.6;57.40248925;1.001862436;+;63;17;49.1;63.2969645;1.104740437;141.4492;7.0255;6.006;5.832;0.174;0.15;0.02;A5Vn;A5;82.05701292;
HD 23738 ;03 46 27,42837;-29 20 17,3620;03;46;27.4;56.61428488;0.988105675;-;29;20;17.4;-29.33815611;-0.512047421;226.8093;-51.6107;6.028;5.917;0.111;0.08;0.03;A3V;A3;55.40159063;
HD 23753 ;03 48 20,81574;+23 25 16,5016;03;48;20.8;57.08673225;0.996351437;+;23;25;16.5;23.42125044;0.408777935;167.3318;-23.8255;5.378;5.441;-0.063;-0.11;0.05;B8V;B8;61.53053156;
HD 23793 ;03 48 16,26753;+11 08 35,8677;03;48;16.3;57.06778138;0.996020682;+;11;08;35.9;11.14329658;0.194487215;177.1712;-32.534;4.92;5.06;-0.14;-0.2;0.06;B3V+,,,;B3;57.20114393;
HD 23848 ;03 49 32,68952;+33 05 28,9603;03;49;32.7;57.38620633;1.001578246;+;33;05;29.0;33.09137786;0.577553498;160.7003;-16.4168;5.198;5.144;0.054;0.08;-0.03;A3V;A3;65.58998444;
HD 23878 ;03 47 39,65058;-23 52 28,8352;03;47;39.7;56.91521075;0.993357822;-;23;52;28.8;-23.87467644;-0.416691712;218.3718;-50.3025;5.313;5.243;0.07;0.02;0.05;A1V;A1;54.24657242;
HD 23985 ;03 50 18,94122;+25 34 45,7479;03;50;18.9;57.57892175;1.004941764;+;25;34;45.7;25.57937442;0.446444304;166.1043;-21.9337;5.447;5.237;0.21;0.05;0.16;A2V+,,,;A2;62.02632569;
HD 24071 ;03 48 35,38; -37 37 19,6      ;03;48;35.4;57.14741667;0.99741058;-;37;37;19.6;-37.62211111;-0.65662971;240.1747;-51.5328;5.42;5.42;0;0.02;-0.02;A1V;A1;56.98569207;
HD 24072 ;03 48 35,600 ;-37 37 17,86    ;03;48;35.6;57.14833333;0.997426579;-;37;37;17.9;-37.62162778;-0.656621275;240.1739;-51.5321;4.85;4.86;-0.01;-0.07;0.06;B9V;B9;56.98485673;
HD 24131 ;03 51 53,72030;+34 21 32,8334;03;51;53.7;57.97383458;1.011834293;+;34;21;32.8;34.35912039;0.599679779;160.2266;-15.1369;5.747;5.784;-0.037;-0.26;0.22;B1V;B1;65.77792261;
HD 2421  ;00 28 13,65460;+44 23 40,0308;00;28;13.7;7.056894167;0.123166038;+;44;23;40.0;44.394453;0.774829374;118.5686;-18.2806;5.218;5.183;0.035;0.05;-0.01;A2Vs;A2;105.7153505;
HD 24263 ;03 52 00,22980;+06 32 05,6584;03;52;00.2;58.0009575;1.012307678;+;06;32;05.7;6.534905111;0.11405561;182.071;-34.8749;5.721;5.691;0.03;-0.16;0.19;B5V;B5;55.05245984;
HD 24388 ;03 52 41,65702;-05 21 40,5455;03;52;41.7;58.17357092;1.01532035;-;05;21;40.5;-5.361262639;-0.093571685;194.4865;-41.7379;5.388;5.476;-0.088;-0.11;0.02;B8V;B8;52.74928724;
HD 24479 ;03 57 25,44380;+63 04 20,1442;03;57;25.4;59.35601583;1.035957907;+;63;04;20.1;63.07226228;1.100818643;142.2766;7.417;4.893;4.946;-0.053;-0.07;0.02;B9V;B9;81.21838711;
HD 24504 ;03 55 58,17439;+47 52 17,1184;03;55;58.2;58.99239329;1.029611497;+;47;52;17.1;47.87142178;0.835513928;151.9441;-4.3321;5.306;5.379;-0.073;-0.14;0.07;B6V;B6;72.33864863;
HD 24587 ;03 53 42,70302;-24 36 44,0309;03;53;42.7;58.42792925;1.019759741;-;24;36;44.0;-24.61223081;-0.429564464;219.9955;-49.1428;4.506;4.625;-0.119;-0.16;0.04;B5V;B5;52.98629176;
HD 24626 ;03 53 38,94703;-34 43 56,2697;03;53;38.9;58.41227929;1.019486597;-;34;43;56.3;-34.73229714;-0.606192942;235.5682;-50.5308;4.965;5.089;-0.124;-0.14;0.02;B6V;B6;55.18671595;
HD 24640 ;03 56 28,69092;+35 04 51,2349;03;56;28.7;59.1195455;1.031830721;+;35;04;51.2;35.08089858;0.612277185;160.4687;-13.9738;5.431;5.489;-0.058;-0.26;0.20;B1,5V;B1,5;65.32469006;
HD 24760 ;03 57 51,23205;+40 00 36,7752;03;57;51.2;59.46346688;1.037833282;+;40;00;36.8;40.01021533;0.698309992;157.3538;-10.0885;2.733;2.901;-0.168;-0.3;0.13;B0,5V+,,,;B0,5;67.68426913;
HD 25204 ;04 00 40,81572;+12 29 25,2259;04;00;40.8;60.1700655;1.050165754;+;12;29;25.2;12.49034053;0.217997567;178.3718;-29.3757;3.31;3.408;-0.098;-0.2;0.10;B3V+,,,;B3;54.73928635;
HD 25267 ;03 59 55,48381;-24 00 58,3798;03;59;55.5;59.98118254;1.046869125;-;24;00;58.4;-24.01621661;-0.419162054;219.6469;-47.6246;4.513;4.62;-0.107;-0.14;0.03;B6V+,,,;B6;51.49489061;
HD 25330 ;04 01 46,13616;+09 59 52,8433;04;01;46.1;60.442234;1.054915991;+;09;59;52.8;9.998012028;0.174498229;180.756;-30.7996;5.679;5.676;0.003;-0.16;0.16;B5V;B5;53.693197;
HD 25340 ;04 01 32,05014;-01 32 58,7831;04;01;32.1;60.38354225;1.053891626;-;01;32;58.8;-1.549661972;-0.027046704;191.8834;-37.8142;5.13;5.28;-0.15;-0.16;0.01;B5V;B5;51.05876159;
HD 25371 ;04 00 40,65547;-30 29 26,5055;04;00;40.7;60.16939779;1.0501541;-;30;29;26.5;-30.49069597;-0.532163036;229.2275;-48.7081;5.956;5.922;0.034;0.05;-0.02;A2V;A2;52.64888116;
HD 25558 ;04 03 44,60515;+05 26 08,2465;04;03;44.6;60.93585479;1.063531299;+;05;26;08.2;5.435624028;0.094869536;185.3092;-33.2825;5.229;5.308;-0.079;-0.2;0.12;B3V;B3;51.95092561;
HD 25940 ;04 08 39,69216;+47 42 45,0429;04;08;39.7;62.165384;1.084990632;+;47;42;45.0;47.71251192;0.832740427;153.6542;-3.0451;3.967;4.003;-0.036;-0.2;0.16;B3Ve;B3;70.52268172;
HD 26171 ;04 09 01,57045;+13 23 53,8126;04;09;01.6;62.25654354;1.086581666;+;13;23;53.8;13.39828128;0.233844122;179.1063;-27.2447;5.976;5.942;0.034;-0.07;0.10;B9,5V;B9,5;53.1425614;
HD 26356 ;04 28 13,27286;+83 48 28,0466;04;28;13.3;67.05530358;1.170335828;+;83;48;28.0;83.80779072;1.462721887;128.4017;23.4009;5.395;5.5;-0.105;-0.16;0.05;B5V;B5;93.54186316;
HD 26591 ;04 11 36,20392;-20 21 22,1673;04;11;36.2;62.90084967;1.097826929;-;20;21;22.2;-20.35615758;-0.355281973;215.7224;-43.9875;5.958;5.794;0.164;0.02;0.14;A1V+,,,;A1;48.28443497;
HD 26612 ;04 10 50,58927;-41 59 36,8537;04;10;50.6;62.71078863;1.094509738;-;41;59;36.9;-41.99357047;-0.732926069;246.4962;-47.0177;5.26;4.9;0.36;0.3;0.06;A9V;A9;54.52021208;
HD 26670 ;04 16 53,55681;+61 50 59,9698;04;16;53.6;64.22315338;1.120905482;+;61;50;60.0;61.84999161;1.079485996;144.782;8.0412;5.561;5.676;-0.115;-0.16;0.04;B5Vn;B5;78.71135473;
HD 26764 ;04 16 43,08708;+53 36 42,4738;04;16;43.1;64.1795295;1.120144102;+;53;36;42.5;53.61179828;0.935702398;150.5413;2.126;5.249;5.2;0.049;0.05;0.00;A2Vn;A2;73.25606988;
HD 26793 ;04 14 36,23274;+10 00 41,0529;04;14;36.2;63.65096975;1.110918994;+;10;00;41.1;10.01140358;0.174731955;183.043;-28.344;5.124;5.208;-0.084;-0.07;-0.01;B9Vn;B9;50.69930095;
HD 2696  ;00 30 22,65465;-23 47 15,6501;00;30;22.7;7.594394375;0.132547187;-;23;47;15.7;-23.78768058;-0.415173348;66.8724;-84.191;5.31;5.19;0.12;0.08;0.04;A3V;A3;99.0787215;
HD 27084 ;04 19 13,23824;+50 02 55,2970;04;19;13.2;64.80515933;1.131063403;+;50;02;55.3;50.04869361;0.87351449;153.3056;-0.1559;5.67;5.4;0.27;0.2;0.07;A7V;A7;70.64192308;
HD 27322 ;04 21 51,80647;+56 30 22,7392;04;21;51.8;65.46586029;1.14259481;+;56;30;22.7;56.50631644;0.98622127;149.0302;4.7039;6.03;5.92;0.11;0.08;0.03;A3V;A3;74.63135578;
HD 27376 ;04 17 53,66241;-33 47 54,0569;04;17;53.7;64.47359338;1.125276485;-;33;47;54.1;-33.79834914;-0.589892474;234.675;-45.4711;3.452;3.546;-0.094;-0.07;-0.02;B9V;B9;50.13447475;
HD 27616 ;04 20 39,01323;-20 38 22,6434;04;20;39.0;65.16255513;1.137301136;-;20;38;22.6;-20.63962317;-0.360229381;217.009;-42.0681;5.36;5.38;-0.02;-0.01;-0.01;A0V;A0;46.22844345;
HD 27638 ;04 22 34,94293;+25 37 45,5379;04;22;34.9;65.64559554;1.145731782;+;25;37;45.5;25.62931608;0.447315951;171.506;-16.7421;5.347;5.376;-0.029;-0.07;0.04;B9V;B9;55.63677524;
HD 2772  ;00 31 46,35935;+54 31 20,2257;00;31;46.4;7.943163958;0.138634364;+;54;31;20.2;54.52228492;0.951593388;120.0511;-8.2394;4.645;4.732;-0.087;-0.11;0.02;B8Vn;B8;104.2184449;
HD 27777 ;04 24 29,15549;+34 07 50,7293;04;24;29.2;66.12148121;1.154037553;+;34;07;50.7;34.13075814;0.595694106;165.3842;-10.6503;5.668;5.722;-0.054;-0.11;0.06;B8V;B8;59.98487263;
HD 27819 ;04 24 05,75985;+17 26 38,8583;04;24;05.8;66.02399938;1.152336174;+;17;26;38.9;17.44412731;0.304457457;178.2884;-21.8596;4.963;4.804;0.159;0.2;-0.04;A7V;A7;51.41603558;
HD 27820 ;04 23 51,82553;+09 27 39,4939;04;23;51.8;65.96593971;1.151322842;+;09;27;39.5;9.460970528;0.165125086;185.1101;-26.8763;5.195;5.113;0.082;0.08;0.00;A3V;A3;48.3643659;
HD 27861 ;04 23 40,85270;-03 44 43,6771;04;23;40.9;65.92021958;1.150524875;-;03;44;43.7;-3.745465861;-0.065370711;197.8246;-34.2981;5.248;5.171;0.077;0.05;0.03;A2V;A2;45.26830869;
HD 27946 ;04 25 25,01518;+22 11 59,9876;04;25;25.0;66.35422992;1.158099785;+;22;11;60.0;22.19999656;0.387463034;174.647;-18.5368;5.506;5.275;0.231;0.2;0.03;A7V;A7;53.35101364;
HD 28024 ;04 26 18,46368;+22 48 48,8885;04;26;18.5;66.576932;1.161986669;+;22;48;48.9;22.81358014;0.398172088;174.3018;-17.9788;4.545;4.293;0.252;0.27;-0.02;A8Vn;A8;53.47611738;
HD 28149 ;04 27 17,44733;+22 59 46,8012;04;27;17.4;66.82269721;1.166276081;+;22;59;46.8;22.99633367;0.401361738;174.3129;-17.6881;5.421;5.515;-0.094;-0.13;0.04;B7V;B7;53.37195662;
HD 2834  ;00 31 24,98046;-48 48 12,6538;00;31;25.0;7.85408525;0.137079647;-;48;48;12.7;-48.80351494;-0.851782022;311.7487;-67.9806;4.79;4.77;0.02;-0.01;0.03;A0V;A0;92.65873057;
HD 28355 ;04 28 50,16426;+13 02 51,3693;04;28;50.2;67.20901775;1.173018647;+;13;02;51.4;13.04760258;0.227723625;182.7806;-23.7273;5.226;5.014;0.212;0.2;0.01;A7V;A7;48.54364388;
HD 28375 ;04 28 32,11967;+01 22 50,9578;04;28;32.1;67.13383196;1.171706407;+;01;22;51.0;1.380821611;0.024099883;193.418;-30.5659;5.427;5.528;-0.101;-0.2;0.10;B3V;B3;44.97762474;
HD 28780 ;04 36 24,19837;+64 15 41,7682;04;36;24.2;69.10082654;1.206036939;+;64;15;41.8;64.26160228;1.121576542;144.5353;11.3016;5.88;5.91;-0.03;0.02;-0.05;A1V;A1;78.84498914;
HD 2884  ;00 31 32,66807;-62 57 29,5875;00;31;32.7;7.886116958;0.137638706;-;62;57;29.6;-62.95821875;-1.098828208;306.7787;-54.0212;4.29;4.335;-0.045;-0.07;0.03;B9V;B9;88.85987591;
HD 2885  ;00 31 33,47660;-62 57 56,0254;00;31;33.5;7.889485833;0.137697504;-;62;57;56.0;-62.96556261;-1.098956383;306.7745;-54.0141;4.649;4.514;0.135;0.05;0.08;A2V;A2;88.85643813;
HD 28910 ;04 33 50,91753;+14 50 39,9232;04;33;50.9;68.46215638;1.194890042;+;14;50;39.9;14.84442311;0.259084059;182.05;-21.665;4.886;4.657;0.229;0.27;-0.04;A8V;A8;48.17775488;
HD 28978 ;04 34 08,26869;+05 34 07,0520;04;34;08.3;68.53445288;1.196151854;+;05;34;07.1;5.568625556;0.097190851;190.3245;-27.0801;5.738;5.681;0.057;0.05;0.01;A2Vs;A2;44.71287;
HD 2913  ;00 32 23,78125;+06 57 19,6571;00;32;23.8;8.099088542;0.141355761;+;06;57;19.7;6.955460306;0.121395683;114.5464;-55.606;5.683;5.698;-0.015;-0.07;0.05;B9,5V;B9,5;103.9159312;
HD 29316 ;04 39 58,07002;+53 28 22,9163;04;39;58.1;69.99195842;1.221590124;+;53;28;22.9;53.47303231;0.933280475;153.0306;4.5276;5.686;5.376;0.31;0.27;0.04;A8V;A8;70.65533464;
HD 29335 ;04 37 13,67409;+00 59 53,9284;04;37;13.7;69.30697538;1.209634915;+;00;59;53.9;0.998313444;0.017423857;195.1343;-28.939;5.201;5.307;-0.106;-0.13;0.02;B7V;B7;42.77430238;
HD 29365 ;04 38 15,83001;+20 41 05,0016;04;38;15.8;69.56595838;1.214155021;+;20;41;05.0;20.68472267;0.361016515;177.8838;-17.2165;5.838;5.857;-0.019;-0.11;0.09;B8V;B8;50.00484041;
HD 29388 ;04 38 09,46296;+12 30 39,0089;04;38;09.5;69.539429;1.213691996;+;12;30;39.0;12.51083581;0.218355277;184.7368;-22.2407;4.399;4.271;0.128;0.17;-0.04;A6V;A6;46.24717502;
HD 29488 ;04 39 16,50230;+15 55 04,7029;04;39;16.5;69.81875958;1.218567234;+;15;55;04.7;15.91797303;0.27782104;181.9948;-19.9736;4.832;4.675;0.157;0.15;0.01;A5Vn;A5;47.48253078;
HD 29526 ;04 41 24,12862;+48 18 03,1629;04;41;24.1;70.35053592;1.227848482;+;48;18;03.2;48.30087858;0.843009363;157.0654;1.2767;5.649;5.648;0.001;-0.01;0.01;A0V;A0;66.79604292;
HD 29573 ;04 38 53,55464;-12 07 23,2277;04;38;53.6;69.72314433;1.216898433;-;12;07;23.2;-12.12311881;-0.211588339;208.964;-34.8486;5.078;5.005;0.073;-0.01;0.08;A0V;A0;41.05721263;
HD 29646 ;04 41 19,76123;+28 36 53,9835;04;41;19.8;70.33233846;1.227530877;+;28;36;54.0;28.61499542;0.499425885;172.0174;-11.6372;5.742;5.726;0.016;0.05;-0.03;A2V;A2;53.82554534;
HD 29722 ;04 42 54,33020;+43 21 54,5272;04;42;54.3;70.72637583;1.234408126;+;43;21;54.5;43.36514644;0.756864586;160.9511;-1.7788;5.328;5.301;0.027;0.02;0.01;A1Vn;A1;63.14885456;
HD 29763 ;04 42 14,70161;+22 57 24,9214;04;42;14.7;70.56125671;1.231526254;+;22;57;24.9;22.95692261;0.400673886;176.6445;-15.0718;4.152;4.264;-0.112;-0.2;0.09;B3V;B3;50.42193363;
HD 3003  ;00 32 43,90572;-63 01 53,4040;00;32;43.9;8.1829405;0.142819254;-;63;01;53.4;-63.03150111;-1.100107227;306.5355;-53.9657;5.114;5.07;0.044;-0.01;0.05;A0V;A0;88.71049752;
HD 30076 ;04 44 05,32090;-08 30 12,8425;04;44;05.3;71.02217042;1.239570716;-;08;30;12.8;-8.503567361;-0.148415249;205.7222;-32.1233;5.699;5.775;-0.076;-0.24;0.16;B2Ve;B2;39.79669973;
HD 30127 ;04 44 07,98222;-18 39 59,7095;04;44;08.0;71.03325925;1.239764252;-;18;39;59.7;-18.66658597;-0.325793385;216.9851;-36.1985;5.557;5.527;0.03;0.02;0.01;A1V;A1;40.45261711;
HD 30739 ;04 50 36,72298;+08 54 00,6493;04;50;36.7;72.65301242;1.268034278;+;08;54;00.6;8.900180361;0.155337451;189.8227;-21.8285;4.372;4.353;0.019;0.02;0.00;A1Vn;A1;42.00413889;
HD 30958 ;04 55 03,12443;+55 15 32,7912;04;55;03.1;73.76301846;1.287407538;+;55;15;32.8;55.25910867;0.964453388;153.07;7.3581;5.53;5.52;0.01;-0.07;0.08;B9,5V;B9,5;70.52353513;
HD 31093 ;04 51 28,21644;-34 54 22,6341;04;51;28.2;72.8675685;1.271778988;-;34;54;22.6;-34.90628725;-0.609229642;237.3426;-38.7392;5.929;5.831;0.098;0.02;0.08;A1Vn;A1;44.2552304;
HD 31134 ;04 56 07,07310;+52 52 11,1337;04;56;07.1;74.02947125;1.292058017;+;52;52;11.1;52.86975936;0.922751376;155.0538;5.9975;5.83;5.74;0.09;0.05;0.04;A2Vs;A2;68.58984271;
HD 31278 ;04 57 17,19609;+53 45 07,5654;04;57;17.2;74.32165038;1.297157505;+;53;45;07.6;53.7521015;0.938151151;154.4651;6.6806;4.444;4.452;-0.008;0.02;-0.03;A1V;A1;69.15607343;
HD 31283 ;04 54 46,89718;+11 25 33,6335;04;54;46.9;73.69540492;1.286227459;+;11;25;33.6;11.42600931;0.199421483;188.2081;-19.5589;5.3;5.186;0.114;0.08;0.03;A3V;A3;42.10405397;
HD 31295 ;04 54 53,72877;+10 09 02,9952;04;54;53.7;73.72386988;1.286724267;+;10;09;03.0;10.150832;0.17716544;189.346;-20.2533;4.737;4.656;0.081;-0.01;0.09;A0V;A0;41.53623176;
HD 31331 ;04 54 50,70946;+00 28 01,8062;04;54;50.7;73.71128942;1.286504696;+;00;28;01.8;0.467168389;0.008153627;198.2178;-25.452;5.86;5.975;-0.115;-0.16;0.05;B5V;B5;38.36579344;
HD 31373 ;04 55 50,15389;+15 02 25,0044;04;55;50.2;73.95897454;1.290827617;+;15;02;25.0;15.040279;0.262502389;185.2377;-17.2812;5.701;5.785;-0.084;-0.07;-0.01;B9V;B9;43.55420905;
HD 31512 ;04 56 24,18609;-05 10 16,8710;04;56;24.2;74.10077538;1.293302509;-;05;10;16.9;-5.171353056;-0.090257138;203.9326;-27.8754;5.368;5.49;-0.122;-0.14;0.02;B6V;B6;36.99957998;
HD 31592 ;04 58 09,39400;+25 03 01,4614;04;58;09.4;74.53914167;1.300953444;+;25;03;01.5;25.05040594;0.437212063;177.2442;-10.9193;5.805;5.789;0.016;-0.01;0.03;A0V;A0;48.6804007;
HD 31647 ;04 59 15,40974;+37 53 24,8816;04;59;15.4;74.81420725;1.305754244;+;37;53;24.9;37.89024489;0.661309528;167.1505;-2.8768;5.008;4.989;0.019;0.02;0.00;A1V;A1;57.09360937;
HD 319   ;00 07 46,89955;-22 30 30,8173;00;07;46.9;1.945414792;0.033953893;-;22;30;30.8;-22.50856036;-0.392848488;55.5634;-79.0761;6.068;5.942;0.126;0.02;0.11;A1V;A1;104.4275573;
HD 32249 ;05 01 26,34599;-07 10 26,2662;05;01;26.3;75.35977496;1.315276197;-;07;10;26.3;-7.173962833;-0.125209272;206.5936;-27.6891;4.62;4.81;-0.19;-0.2;0.01;B3V;B3;35.57474597;
HD 32301 ;05 03 05,74725;+21 35 23,8627;05;03;05.7;75.77394688;1.32250486;+;21;35;23.9;21.58996186;0.37681592;180.7716;-12.0646;4.781;4.626;0.155;0.2;-0.05;A7V;A7;45.68169026;
HD 32309 ;05 01 25,58052;-20 03 06,9147;05;01;25.6;75.3565855;1.31522053;-;20;03;06.9;-20.05192075;-0.349972038;220.273;-32.8486;4.852;4.894;-0.042;-0.07;0.03;B9V;B9;36.74418226;
HD 32343 ;05 06 08,45158;+58 58 20,5388;05;06;08.5;76.53521492;1.335791494;+;58;58;20.5;58.97237189;1.029262057;150.9872;10.7958;5;5.03;-0.03;-0.24;0.21;B2,5Ve;B2,5;72.52341339;
HD 32630 ;05 06 30,89337;+41 14 04,1127;05;06;30.9;76.62872238;1.337423507;+;41;14;04.1;41.23447575;0.719677367;165.3538;0.2717;3.012;3.158;-0.146;-0.2;0.05;B3V;B3;58.59409549;
HD 32964 ;05 06 45,65314;-04 39 18,5939;05;06;45.7;76.69022142;1.338496868;-;04;39;18.6;-4.655164972;-0.081247956;204.7757;-25.3546;5.05;5.097;-0.047;-0.07;0.02;B9V+,,,;B9;34.50011403;
HD 32977 ;05 07 48,39995;+20 25 06,1646;05;07;48.4;76.95166646;1.343059945;+;20;25;06.2;20.41837906;0.356367942;182.3991;-11.8497;5.38;5.28;0.1;0.15;-0.05;A5V;A5;44.10037422;
HD 32990 ;05 08 06,62291;+24 15 54,6314;05;08;06.6;77.02759546;1.344385156;+;24;15;54.6;24.26517539;0.423507204;179.2494;-9.5637;5.532;5.504;0.028;-0.24;0.27;B2V;B2;46.42689079;
HD 32991 ;05 07 55,43645;+21 42 17,3651;05;07;55.4;76.98098521;1.343571653;+;21;42;17.4;21.70482364;0.378820636;181.3428;-11.0855;6.08;5.92;0.16;-0.24;0.40;B2Ve;B2;44.85693707;
HD 33224 ;05 08 20,19029;-08 39 55,1671;05;08;20.2;77.08412621;1.345371803;-;08;39;55.2;-8.665324194;-0.151238438;208.9524;-26.8263;5.72;5.78;-0.06;-0.11;0.05;B8V;B8;33.800644;
HD 33541 ;05 18 13,23565;+73 16 05,0458;05;18;13.2;79.55514854;1.388499279;+;73;16;05.0;73.26806828;1.278769028;139.2312;19.5916;5.79;5.83;-0.04;-0.01;-0.03;A0V;A0;83.72546579;
HD 3369  ;00 36 52,84926;+33 43 09,6384;00;36;52.8;9.22020525;0.160922939;+;33;43;09.6;33.719344;0.588513574;119.4693;-29.0545;4.223;4.335;-0.112;-0.16;0.05;B5V;B5;104.4141151;
HD 33802 ;05 12 17,90190;-11 52 09,1863;05;12;17.9;78.07459125;1.362658679;-;11;52;09.2;-11.86921842;-0.207156941;212.6729;-27.3164;4.366;4.457;-0.091;-0.11;0.02;B8V;B8;32.88549599;
HD 33949 ;05 13 13,87761;-12 56 28,6463;05;13;13.9;78.30782338;1.366729348;-;12;56;28.6;-12.94129064;-0.225868131;213.8794;-27.5503;4.327;4.421;-0.094;-0.13;0.04;B7V;B7;32.7422644;
HD 34078 ;05 16 18,15000;+34 18 44,3455;05;16;18.2;79.075625;1.380130014;+;34;18;44.3;34.31231819;0.598862926;172.0813;-2.2592;6.18;5.998;0.182;-0.04;0.22;O9,5Ve,,,;O9,5;52.12965704;
HD 34203 ;05 16 04,13416;+11 20 28,8737;05;16;04.1;79.01722567;1.379110754;+;11;20;28.9;11.34135381;0.197943966;191.295;-15.2514;5.512;5.524;-0.012;-0.01;0.00;A0V;A0;37.44567051;
HD 34310 ;05 15 24,37202;-26 56 36,6324;05;15;24.4;78.85155008;1.376219169;-;26;56;36.6;-26.943509;-0.470252944;229.2158;-31.9656;4.97;5.04;-0.07;-0.07;0.00;B9V;B9;36.05737375;
HD 34557 ;05 20 14,66904;+41 05 10,3522;05;20;14.7;80.061121;1.397330164;+;41;05;10.4;41.08620894;0.717089623;166.9899;2.2776;5.583;5.468;0.115;0.08;0.04;A3V;A3;56.83557229;
HD 34759 ;05 21 48,41650;+41 48 16,4615;05;21;48.4;80.45173542;1.404147672;+;41;48;16.5;41.80457264;0.729627435;166.5652;2.927;5.073;5.2;-0.127;-0.2;0.07;B3V;B3;57.22803662;
HD 34787 ;05 23 27,84379;+57 32 39,8326;05;23;27.8;80.86601579;1.411378229;+;57;32;39.8;57.54439794;1.00433921;153.4951;11.8821;5.23;5.25;-0.02;-0.01;-0.01;A0Vne;A0;70.06220653;
HD 34790 ;05 21 12,68806;+29 34 11,5926;05;21;12.7;80.30286692;1.401549426;+;29;34;11.6;29.56988683;0.516091885;176.5715;-4.1237;5.71;5.67;0.04;0.02;0.02;A1Vs;A1;47.93302588;
HD 34868 ;05 19 23,68509;-27 22 07,9814;05;19;23.7;79.84868788;1.393622507;-;27;22;08.0;-27.36888372;-0.477677134;229.9924;-31.2372;5.95;5.973;-0.023;-0.01;-0.01;A0V;A0;35.45200417;
HD 34904 ;05 22 50,31453;+41 01 45,3349;05;22;50.3;80.70964388;1.408649024;+;41;01;45.3;41.02925969;0.716095671;167.3147;2.6478;5.664;5.545;0.119;0.08;0.04;A3V;A3;56.49300786;
HD 34968 ;05 20 26,91893;-21 14 23,1516;05;20;26.9;80.11216221;1.398221001;-;21;14;23.2;-21.23976433;-0.37070382;223.3524;-29.0743;4.684;4.729;-0.045;-0.01;-0.03;A0V;A0;32.81344793;
HD 34989 ;05 21 43,56077;+08 25 42,8085;05;21;43.6;80.43150321;1.403794553;+;08;25;42.8;8.428557917;0.147106087;194.6241;-15.6075;5.656;5.779;-0.123;-0.26;0.14;B1V;B1;34.82981249;
HD 35007 ;05 21 31,84424;-00 24 59,3723;05;21;31.8;80.38268433;1.402942503;-;00;24;59.4;-0.416492306;-0.007269162;202.636;-20.0937;5.535;5.654;-0.119;-0.2;0.08;B3V;B3;31.68011337;
HD 35299 ;05 23 42,30982;-00 09 35,3507;05;23;42.3;80.92629092;1.412430228;-;00;09;35.4;-0.159819639;-0.002789379;202.6761;-19.4937;5.49;5.7;-0.21;-0.26;0.05;B1,5V;B1,5;31.22135665;
HD 35411 ;05 24 28,61672;-02 23 49,7311;05;24;28.6;81.11923633;1.415797761;-;02;23;49.7;-2.397147528;-0.041838117;204.8657;-20.3916;3.21;3.38;-0.17;-0.3;0.13;B0,5V;B0,5;30.51044639;
HD 35439 ;05 24 44,82664;+01 50 47,2039;05;24;44.8;81.18677767;1.416976579;+;01;50;47.2;1.846445528;0.032226554;200.958;-18.2892;4.701;4.873;-0.172;-0.26;0.09;B1Vpe;B1;31.55686957;
HD 35505 ;05 24 28,48967;-16 58 32,8063;05;24;28.5;81.11870696;1.415788521;-;16;58;32.8;-16.97577953;-0.296283246;219.2464;-26.6428;5.642;5.644;-0.002;-0.01;0.01;A0V;A0;30.70844648;
HD 35671 ;05 27 10,09352;+17 57 43,9837;05;27;10.1;81.79205633;1.427540685;+;17;57;44.0;17.96221769;0.31349984;187.0657;-9.4221;5.309;5.398;-0.089;-0.16;0.07;B5V;B5;38.98616188;
HD 35770 ;05 27 45,60884;+15 52 26,5814;05;27;45.6;81.94003683;1.430123432;+;15;52;26.6;15.87405039;0.277054445;188.9312;-10.4242;5.525;5.512;0.013;-0.07;0.08;B9,5Vn;B9,5;37.58008307;
HD 35943 ;05 29 16,50008;+25 09 00,7781;05;29;16.5;82.31875033;1.436733229;+;25;09;00.8;25.15021614;0.438954079;181.2541;-5.0991;5.44;5.48;-0.04;-0.07;0.03;B9Vn;B9;43.50025103;
HD 36162 ;05 30 26,16439;+15 21 37,6089;05;30;26.2;82.60901829;1.441799361;+;15;21;37.6;15.36044692;0.268090373;189.7215;-10.1518;6.037;5.94;0.097;0.08;0.02;A3Vn;A3;36.75629617;
HD 36166 ;05 29 54,77392;+01 47 21,3279;05;29;54.8;82.47822467;1.439516582;+;01;47;21.3;1.78925775;0.031228439;201.6734;-17.1913;5.561;5.742;-0.181;-0.24;0.06;B2V;B2;30.31711998;
